Name,list
Melting Pot,"['https://www.zomato.com/mumbai/copper-chimney-1-juhu', 'https://www.zomato.com/mumbai/copper-chimney-1-juhu', 'https://www.zomato.com/mumbai/the-butler-and-the-bayleaf-juhu', 'https://www.zomato.com/mumbai/the-butler-and-the-bayleaf-juhu', 'https://www.zomato.com/mumbai/ten-one-juhu', 'https://www.zomato.com/mumbai/ten-one-juhu', 'https://www.zomato.com/mumbai/tanatan-juhu', 'https://www.zomato.com/mumbai/tanatan-juhu', 'https://www.zomato.com/mumbai/cream-centre-veg-bistro-juhu', 'https://www.zomato.com/mumbai/cream-centre-veg-bistro-juhu', 'https://www.zomato.com/mumbai/melting-pot-juhu']"
